DATETIME,MAC-ADDRESS,BOSA-SERIAL,TUNINGPOWER-RESULT,TUNINGER-RESULT,TUNING-CROSSING,TXDDMI-RESULT,ERROR-CODE,TOTAL-RESULT,TOTAL-TIME
2018/05/29 11:58:04,--,--,NONE,NONE,NONE,NONE,(: COT-LI-0001),FAIL,00
